CMS CODE,RO NAME,Zone,MOBILE NO,EMAIL IDS,ADDRESS 
45150TA150,Sahyog Petroleum,West II,9429659854,mpatelkdcc@gmail.com,Virpur Opp. Varadhara Bus Stop Virpur  Balasinore Road Kheda Virpur 363330
46196TA196,Babji Automobiles,West II,9879261470,mpetrolwala@gmail.com," Survey No. 171 Paiki 3/Paiki 2, Vill.Pratappura, Ta. Limkheda, Dahod Dahod 389130"
45382TA382,INDRAVIJAY PETROLEUM,West II,8401234876,MPTIMESCO@YAHOO.COM," State Highway No. 119,Survey No. 2997 Taluka Dhrangadra,Kondh Surendranagar Kondh 363001"
45076TA076,Madhavrao Phad Petrol Pump,West I,9922028359,MR.MTPHAD9@REDIFFMAIL.COM,Gangakhed Survey no. 454  Pokharne Parbhani 431401
60411RA411,Rahul Automobiles,East,9435030645,MR.SUNILGOGOI@REDIFFMAIL.COM," Nibuk Gaon,Laruah, Dibrugarh  Dibrugarh Dibrugarh 786001"
55101XA101,Sri Alagu Enterprises,South I,9976649195,MRAJENDIRAN613@GMAIL.COM,"Survey No.18/3B, Subramaniapuram Village, Sivagiri Taluk  Tirunelveli Subramaniapuram 627758"
56013XA013,Sri Maruthi Fuel Station,South II,9845108660,mrajushrimaruthitraders@gmail.com," Survey No–1/4, Nandikamanahalli Village, Vemgal Hobli, Taluka-Kolar, Kolar Kolar 563102"
60011RA011,M R Filling Station,East,9435163813,MRFILLINGSTATION@YAHOO.COM,"Haflong Road,  Lumding Nagaon Lumding 782447"
51170NA170,M.R Gorsiya Filling Sation,West III,9950770880,mrgorsiya2017@gmail.com," Khasra No.2113/1170, city - barmer Tehsil: barmer. District: Barmer Barmer Barmer 344001"
60350RA350,MA TARA FILLING STATION,East,9153133617,MRINAL.SBG@GMAIL.COM," Survey No- 2347 , 2444 , 772 , 2127 ,  Bhirbhum Bhirbhum 731222"
56503XA503,Sri Krishna Sai Filling Station (Reconstitution : 55271XA271),South II,9603505883,mrsrikrishnasaifillingstation@gmail.com," Survey No 50/B,Village - Kothapally, Thimmapur Mandal, Karimnagar Kothapally 505481"
50891NA891,Shree Bala Jee fuel Station,North,9837222882,mrsteel72@yahoo.com," Khasra No 149,Village-Rasoolpur Tehsil - Gunnor Sambhal Sambhal 243751"
46754TA754,Krishiv Petroleum,West II,9426973838,ms.krishivpetroleum@gmail.com," Survey No. 48 Paiki 3/2,Village-Akwada, Taluka – Bhavnagar, Bhavnagar Bhavnagar 364001"
60188RA188,SHREE KRISHNA AUTO CENTRE,East,9430407620,MS612714@GMAIL.COM,"JAJAPUR, GOH: AURANGABAD  PLOT NO.1154(P),1155(P),1156(P), AURANGABAD GOH-AURANGABAD 824203"
51342NA342,Maya Mahadev Filling Station,West III,9982306804,Ms674464@gmail.com," Khasra No. 664/7, Village - Chakhu, Tehsil - Bap, Distt. - Jodhpur Jodhpur Jodhpur 342311"
45488TA488,Gajanan Petroleum,West I,9422614799,MSAP_LTD@YAHOO.COM," Gut No. 439/At post KARNAL, At post KARNAL,Taluka  Miraj, Sangli Sangli 416406"
51704NA704,Goga Peer Filling Station,West III,9413516635,msbhati1186@gmail.com," Khasra No.499, Village. Dadrewa, Tehsil. Rajgarh, Churu Churu 331023"
55031XA031,Anjugam Agency,South I,9865364335,MSCHINNAKANNUANDCO@REDIFFMAIL.COM,"Survey No.57/8a,  Papampadi Post SALEM Chinapampaty 636306"
55928XA928,Geethasri Agency,South I,9443858510,MSG19649@GMAIL.COM," Survey No: 41/21 , 41/22 Thalaivasal Village, Attur Taluka, Salem Salem 636112"
51362NA362,Angad Motors,North,9316093393,msguram73@gmail.com," Khewat No. 1553/1557, Khatoni No. 4170, Patiala- Sirhind Rd Bypass, Patiala city Patiala Patiala 147007"
56054XA054,Benzy Fuel Station,South I,7293338044,mshafeer.cp@gmail.com," Re-Survey No:- 237/2, Block No:- 78, Wandoor Village, Nilambur Taluka, Malapuram Malapuram 679339"
55897XA897,Santosh Guptha Filling Station,South II,9848115317,MSKGUPTA@YAHOO.COM, Survey no.: 167 Kadthal Village and Mandal Adilabad Adilabad 504106
50598NA598,M.S.Essar Fuel Point,North,9927000375,MSPVCPIPE75@GMAIL.COM,"Khasra No.397 min, U13   Aligarh Koil 202122"
55514XA514,Sri Msr Filling Station,South II,9493870888,MSRTRANSPORT1@GMAIL.COM," Sy.No. 567/3C2A& 909, Rayalcheravu Road, Dharmavaram (Village), Dhone (Mandal),  KURNOOL  KURNOOL 518222"
45642TA642,Kshamashree Petroleum,West I,9425320824,MSSONSINDORE@GMAIL.COM," Khasra No. 11/3, Patwari Halka No. 19/10 Chowka Damoh, Sagar Sagar 999999"
46432TA432,Vidhya Shree,West I,9425320824,MSSONSINDORE@GMAIL.COM," Survey No. 19/2/K, Vill.Patharia Tal- Patharia, Dist. Damoh Damoh Damoh 470666"
51381NA381,Ms Sawaliya Filling Point,West III,9001460330,MSUTHAR46@GMAIL.COM," Khasra No. 9037/3781, Village  : Jhadol Tehsil  :Sarada, Distt.  :Udaipur Udaipur Udaipur 313905"
45816TA816,Shri Krishna Petroleum Agency.,West I,7879706298,MTGOYAL35@GMAIL.COM, Village- Davaree Khatora  Shivpuri Shivpuri 473770
51640NA640,Arnav Filling Station,North,9467754301,Mubashar.kazmi@nayaraenergy.com," Khasra no.105//20;21 Village Ugala, Tehsil Barara, Ambala Ambala 133205"
51428NA428,Hridyam Enterprises(Reconst. 50194NA194),West III,9829270944,MUDGALAJMER@GMAIL.COM," Khasra No. 884/2 of Village Gegal, Taluka -  Ajmer , District - Ajmer Ajmer Ajmer 305001"
50756NA756,Shri Harnath Filling Station,North,9838620360,MUDIT5575@GMAIL.COM, Khata No- 11 Khasra No- 161 Banda Banda 210001
50230NA230,Malti Service Station,North,8009500162,MUKESH_TIWARI2@YAHOO.COM,Khasra No. 20   Kaushambi Mahjanpur 212207
51391NA391,Aadinath Petroleum,West III,9252047333,mukeshjain2234@gmail.com," Khasra No. 676,Village Naike, Tehsil Kekri,Distt.Ajmer Ajmer Ajmer 305404"
50489NA489,Nanda Filling Station,North,9814085106,MUKESHNANDA125@GMAIL.COM,"KM Stone 85  Village Sehnewali NH - 15 , Tehsil & Dist Amritsar Amritsar 143502"
51389NA389,R N Filling Centre,North,9012766285,mukeshverma5683@gmail.com," KhasraNo-359, Village - Sarai Babrpur Tehsil- Ajitmal, District- Auraiya Auraiya Auraiya 206121"
50980NA980,Guru Nanak Filling Station,North,9896760007,MUKHTEJVIRK@GMAIL.COM," Khatoni No 130,Rect 25 Khasra No 24/2, 25/1, 26 Tehsil & District Karnal Karnal 132001"
51723NA723,Sachdeva Fuel Centre,North,9914103909,Muktsar_gas@yahoo.com," Vill. Udekaran, Muktsar City, Tehsil and Distt. Sri Muktsar Sahib, Sri Muktsar Sahib Sri Muktsar Sahib 152026"
60229RA229,Fuel Centre (Reconst: 60102RA102),East,9430881951,MUMTAZ951@GMAIL.COM,"Sadar, B05 Mangheli  Purnea Purnea 854301"
45965TA965,MUNDRA FUEL SERVICES,West II,9320115127,MUNDRAFUELSERVICES@GMAIL.COM," Survey Number 169 / 44, Village : Dhrab Taluka : Mundra, Kutch Kutch 370421"
55764XA764,Munishwar Enterprises,South I,9444903552,MUNISHWAR1959@GMAIL.COM," Survey No: 715/1 Part& 716 Part, Perambur Village, Pursawakkam taluka, Chennai Chennai 600039"
50560NA560,Munjal Petroleums,North,9896622200,munjalpetroleumsc1@gmail.com, Khewat No. 954 Khata No. 1076 Kaithal Kaithal 136033
50737NA737,DYNAMIC PETROLEUM,North,7830123201,MUNNAPRADHANBJP@GMAIL.COM, Khata No. 259  Khasra No. 185 & Gata No. 188/1 Hathras Hathras 281308
50264NA264,Tilka Auto Mobiles,North,9450091710,MURADAHMAD1978@YAHOO.CO.IN,Gata No. 287   Pratapgarh  Sadar 230001
55730XA730,Srinivasa Filling Station,South II,9866972409,MURALIMOHANBPCL@GMAIL.COM," Sy.no.710/A,Irkode Village,Siddipet Mandal, Medak dist,telangana Medak Medak 501505"
55580XA580,VR & SONS,South I,9176747777,muralivasu123@gmail.com," Sy.No. 192/1A2A, No.9,Thiruppukuzhi Vill Kanchipuram Tk & DT Kanchipuram Kanchipuram 631551"
56017XA017,Kirti Service Station (Reconst. 55728XA728),South II,9963478605,MURLI.KIRTI@GMAIL.COM," Municipal No.342,Mysore Rd,Byatarayanapu Ward no. 42, Bapuji Nagar, Kvuempunagar, Bangalore Bangalore 560042"
55802XA802,Shri Manjunatha Fuels,South II,9448496811,MURTHIPM@GMAIL.COM," Survey no: 47/1,Bettadasanapura Village, Begur Hobli, Bangalore South TK Bangalore Urban Bangalore Urban 560068"
55370XA370,Sri Senthilmurugan Traders,South I,7418097403,MURUGAN_REAL@YAHOO.COM, Survey 49/5F2 Namasivayapuram Villupuram Villupuram 606205
55935XA935,Sri Murugan Filling Station,South I,9443745903,MURUGAN0226@YAHOO.CO.IN," Survey No. 111/2, Thiruvallur Village, Ilayangudi Taluk, Sivaganga Sivaganga 630709"
56530XA530,Sri Murugan Bunk Service,South I,9444111330,muruganagencies4@gmail.com," Survey No: Old S. No:128/7D, New S.No.524/2, Salem Salem 636102"
56173XA173,Thirumurugan Agency,South I,9842592345,murugesan2345@gmail.com," S.No. 37/2B, Kurukkupatty Village, Omalur Taluk, Salem Salem 636502"
56365XA365,Samudita Refillers,South II,9449188188,murugeshbkabbur@gmail.com," RS No.94/7, Hullatti Village, TO Ranebennur,Haveri, Haveri Haveri 581115"
55921XA921,Sendrayaperummal Fuel Agency,South I,9843016316,MURUGESHGUNASEKARAN@GMAIL.COM," 2561/2A, NH-183, Kenguvarpatti Village, Periyakulam Taluk, Theni Theni 625203"
45879TA879,Sudarshan  Petroleum,West I,9425112058,MUSHARRAFALI80@YAHOO.COM, Survey no  743/min-1  Gwalior Gwalior 474001
46183TA183,Mutkure Petroleum,West I,9021976215,MUTKUREPETROLEUM@GMAIL.COM," Surey no 220/1, Village:Shrinagar Taluka: Bhandara, District: Bhandara Bhandara Bhandara 441924"
46282TA282,PANCHBHAI PETROLEUM,West I,9423114605,MVBHAI111@GMAIL.COM," Survey No-25/2,Village-Yenoda,  Taluka-Pauni,Dist-Bhandara, Bhandara Bhandara 441910"
50532NA532,M V Fuels,North,9911400002,MVFUELS2@GMAIL.COM,  Village- Bohra Kalan Pataudi Pataudi 123413
55417XA417,SRI VIGNESWARA FUELS,South II,7095346669,MVIGNESWARAREDDY@GMAIL.COM, DHONE ROAD  KURNOOL BETAMCHERLA 518599
55857XA857,M Marudhu Fueling Station,South I,9788500500,MVMBUNK.SBN@GMAIL.COM," Survey No: 717/2A,717/2A1, New Survey No Vattapillayar Koil Street, Madurai Madurai 625214"
56418XA418,Aruthra Fuels,South I,9003743333,myllic30@gmail.com," Survey No : 310/2B, Velayuthampalayam Village, Tirupur Tirupur 641654"
55519XA519,A K KHAN FUEL STATION,South II,9844402623,MYSOREPARVEEZ@GMAIL.COM," SITE NO :9&10, DEVANUR LAYOUT, RAJIVNAGAR 1ST STAGE, MYSORE MYSORE 570019"
55491XA491,HOYSALA AUTO GAS,South II,9481320482,MYSORERAJESH_PALANI@YAHOO.COM," #109/5, 109/1, 109/5, 109/6, 109/20, JLB ROAD,YELETHOTA, MYSORE MYSORE 570025"
50072NA072,H Ghasi Fill Point,North,9412245755,N.G.MOTORS55@GMAIL.COM," Khasra No. 680, 682, 683 & 684 Dhingri Moradabad Moradabad 244401"
46448TA448,R.G. Automobiles,West I,9713142659,NA," Survey No. 389/1, Village - Raoti, Tehsil - Raoti, Dist. - Ratlam, Ratlam Ratlam 457769"
45592TA592,Vadinar-COCO,West II,9979891405,NA@NA.com," Near North East Refinery Gate Survey No- 77/P,Village Jakhar, Jamnagar Jamnagar 361305"
45604TA604,Suryodaya Petroleum,West II,9726529505,NA@NA.com,"Village Hunda, Survey No.1,  Valsad Hunda 396065"
46242TA242,Amit Corporation,West II,9727433529,NA@NA.com," Survey No. 842, City Survey No. 341, F.P Village Bapod, Taluka  Vadodara City, Vadodara Vadodara 390019"
46330TA330,G.F.PATEL,West II,9638382428,NA@NA.com," Survey No. 510/Paiki 1, Village-Chhani, Taluka- Vadodara City (North), Vadodara Vadodara 391740"
46135TA135,Maa Ashapura Petroleum,West II,9429147279,NA@NA.com," Survey No. 8, Village. Ukhareli, Taluka. Santrampur, Distt. Mahisagar, Mahisagar Mahisagar 389260"
46514TA514,Patel Petroleum and Gas,West II,9824149094,NA@NA.com," Survey No. 556, Village Hinglot Taluka Bharuch, Distt. Bharuch, Bharuch Bharuch 392012"
46671TA671,Prince Petroleum,West II,9426471273,NA@NA.com," Survey No.-65/Paiki 2, Village: Nesada Banaskantha Banaskantha 385320"
46895TA895,Khodiyar Petroleum,West II,9426249859,NA@NA.com," Survey No-82(old survey No-55), Village:Umed Ni Muvadi, Taluka-Talod, Sabarkantha Sabarkantha 383305"
46676TA676,Jay Khodiyar Petrolium,West II,9428035224,NA@NA.com," Survey No-148(old survey No. 22), village:Anjana,Taluka-talod, Sabarkantha Sabarkantha 383215"
46824TA824,Shreeji Petroleum,West II,9426808700,NA@NA.com," Survey No.54A/11,Village – Vankvel, Taluka – Songadh, Tapi Tapi 394670"
46873TA873,Ekta Petroleum,West II,9909291430,NA@NA.com," Survey No.24 Paiki 1, Village- Basu, Taluka- Vadgam, Banaskantha Banaskantha 385526"
46843TA843,Mandavraiji Petroleum,West II,9737555662,NA@NA.com," Survey No.597 (Old Survey No. 11/1/Paiki 2), Jamnagar Jamnagar 360531"
46932TA932,Pitru Ashish Petroleum,West II,9687963839,NA@NA.com," Survey No. 108/Paiki 1/Paiki 1, Village – Gundi, Taluka – Bhavnagar, Bhavnagar Bhavnagar 365535"
46913TA913,Sarvar Hotels and Infra Private Limited,West II,9638512420,NA@NA.com," Survey No. 677/Paiki/D,Village-Indranaj, Taluka – Tarapur, Anand Anand 388180"
46897TA897,Raj Petrolium,West II,9824579415,NA@NA.com," Survey No. 429,Village Gamdi, Taluka Anand, Anand Anand 388001"
46797TA797,Madhav Petroleum,West II,9825236475,NA@NA.com," Survey No. 435, Village – Anjar Sim, Taluka – Anjar, Kutch Kutch 370110"
46147TA147,Ramdev petroleum,West II,9974840403,NA@NA.com," Survey No. 190/B, Village  Radhanpur, Taluka Radhanpur, Distt. Patan patan patan 999999"
46944TA944,Varniraj Petroleum,West II,9662345353,NA@NA.com," Survey No. 869/8, Village – Balagam, Taluka – Keshod, Junagadh Junagadh 362220"
46953TA953,Shree Rameshvaram Petroleum,West II,7802809125,NA@NA.com," Survey No. 128 Paiki 67, Village - Sar, Taluka - Shihor, Bhavnagar Bhavnagar 364260"
46954TA954,Raj Petroleum,West II,9979872303,NA@NA.com," Survey No. 64/2 Paiki 6/Paiki 1, Village - Sakdasar No. 1, Bhavnagar Bhavnagar 364145"
46666TA666,Shrinath Filling Station,West II,9879868189,NA@NA.com," Survey No.226/2, Plot No.2, Village : Gagodar, Taluka: Rapar, Kutch Kutch 370145"
46795TA795,Jinam Petroleum,West II,9879765725,NA@NA.com," Survey No.215/1,Village-Nani Khakhar, Taluka. Mandvi, Kutch Kutch 365601"
46845TA845,Shree Kartike Petroleum,West II,9978282000,NA@NA.com," Survey No.194/1/P3,Village–Bhalpara, Taluka – Veraval, Girsomnath Girsomnath 362268"
46961TA961,H G Petroleum,West II,9909725225,NA@NA.com," Survey No. 358/Paiki 2, Village : Padhdhar Taluka : Bhuj, Kutch Kutch 370001"
51615NA615,Naj Filling Station,North,9648964255,naazcall@gmail.com," Khasra No.702,Village-Nizampur, Tehsil-Sahganj, Jaunpur Jaunpur 223101"
56230XA230,Naaz Petrol Station,South II,9515942233,Naazpetro.khan@gmail.com," Survey No : 79/AA,Yeligandla Village, Dhanwada Mandal, Mahabubnagar Mahabubnagar 509002"
55612XA612,THASMIYA FUEL STATION,South II,9741410456,NABHAAN41@GMAIL.COM," KHATA NO-175/3B, OPP POLICE STATION GOWNIPALLI VILLAGE,SRINIVASPURA TALUKA KOLAR KOLAR 563135"
55347XA347,Arihant Petroleums (Reconst: 55255XA255),South II,9448908208,NABIRAJ.1008@GMAIL.COM, Survey No. 560  Belgaum Belgaum 591312
55045XA045,Nadegouda Petroleum,South II,9448128399,NADAGOUDAPETROLEUMS@GMAIL.COM," NH-13, Next to Vijaya Tyres Bijapur- Solapur Bypass Road Bijapur Bijapur 586104"
55481XA481,A P R AGENCIES,South II,9444426662,NADESH2008@GMAIL.COM," SY.NO. 123-18 & 123/19, VANELLUR (V), CHITTOORE CHITTOORE 523315"
55691XA691,AMBICA FILLING STATION,South II,9885171617,NADESH2008@GMAIL.COM," Sy. No. 62/C, Vikruthamala Village,  Yerped Mandal, Chittoor District Chittoor Chittoor 517526"
51540NA540,Mandelia Filling Station,West III,9461000700,Nafishshayed@yahoo.com," Khasra No.1411/463,Village–Mandrela, Tehsil –Chirawa, Jhunjhunu Jhunjhunu 333025"
56370XA370,Jannu Petroleum,South II,9902179999,nagarajjannu@gmail.com," Survey No. 35/A, Plot no.1,2,3,4 Haveri Village, Haveri Haveri 581110"
55178XA178,Venkatesh Petroleum,South II,9964549405,NAGARAJRMALLI75@GMAIL.COM, Property No.2453/3/4/2 (Sy) No.868/1b(Part)) Belgaum Yadwad 591136
55717XA717,Sri  Mrvns Filling Station,South II,9989000609,NAGBASA143@GMAIL.COM," Survey No - 110/AA2, KONDAPURAM VILLAGE  KHAMMAM RURAL MANDAL, KHAMMAM DISTRICT KHAMMAM KHAMMAM 507163"
55662XA662,Manishankara Filling Station,South II,9581933777,NAGIREDDYBANKU@GMAIL.COM," Sy.No. 238/2A, 238/2B, 238/3, near black bridge,Amalapuram (V), Amalapuram (M), East Godavari East Godavari 533201"
56200XA200,Maruthi Fuels,South II,9443511524,nagrajreddymtb944@gmail.com," Survey No-59/1, Sampangere Village, Lakkur Hobli, Malur Taluka, Kolar Kolar 563160"
50644NA644,Nageshwari Filling Station,West III,9824054666,NAGSHWARIFILLINFSTATION@GMAIL.COM," 1179/4, 1179/5, 1179/2  Dungarpur Dungarpur 314038"
55024XA024,Shantharam Hsd Retail Outlet,South II,7337899979,NAIKMEGHANA8@GMAIL.COM,"597/1-3 Mangsuli Village Sh-12, Ugar Khurd Cross Belgaum Ugar 591316"
55686XA686,Krishna Fuels,South I,8281012755,NAIRG2005@YAHOO.COM," Re. Sy No. 609/7-2, Valady, Neelamperoor Village, Kumarankary post, Alappuzha Alappuzha Alappuzha 686103"
55740XA740,Sonu Petroleum,South I,9946121316,NAJEEBMADICALS123@GMAIL.COM," SH-39, Amarambalam Village, Pookotumpadom, Malappuram Dist Malappuram Malappuram 679332"
46560TA560,Nakoda Fuels,West I,9424055000,NAKODAFUELS@GMAIL.COM," Survey No.2/4,P.H. No.30, Village - Banjari,Tehsil - Bhikangaon, Khargone Khargone 451331"
55790XA790,Thirumala Thirupathi Filling,South II,9441046838,NALAGAMASRINIVAS@GMAIL.COM," Station Sy.no.1656/AA,Prasanth Nagar,Siddipet Medak Medak 501505"
56315XA315,Trinetra Filling Station,South II,9441046838,nalagamasrinivas@gmail.com," Suvery No: 1153,Prashanthnagar, Siddipet Village & Mandal, Siddipet Siddipet 502103"
55461XA461,SRS Filling Station,South II,9441046838,'NALAGAMASRINIVAS@GMAIL.COM'," Survey No 366/A, Velikatta Village Medak Medak 502103"
45694TA694,Shree Manoj Petroleum,West I,9422929190,NALAWADEMANAOJ8@GMAIL.COM,"Gat No 231/A, M31   Solapur Salse 413203"
51788NA788,Krishna Fuel Point (Reconstitution : 51055NA055),North,9997017863,naman.mrt24@gmail.com," Chak No. 435 Gata No. 545/3, Village - dolatpur Hazratpur urf Budhwa Haridwar Haridwar 247662"
51334NA334,Nambardar Fuel Junction,North,9997405151,NAMBARDARFUELJUNCTION@GMAIL.COM," Khasra No-29/1,Village-Kailirampur Tehsil-Mawana,Dist-Meerut. Meerut Meerut 245206"
45025TA025,Amritlal & Sons,West II,9537977666,NANDADIPAK@HOTMAIL.COM," Dahod,NH- 59,Indore Highway Road,  Dahod Jalat 364515"
45767TA767,SATYANAM PETROLEUM,West II,9824557799,NANDAKAUSHAL.RAJDEEP@GMAIL.COM, Survey Number : 57 Village : Gala Jamnagar Jamnagar 360025
51465NA465,Nandini Fuel Centre(Reconst.50638NA638 ),North,8127015707,NANDANIFUELS66@GMAIL.COM," Khasra /Araji No 37,Village Hadharpur Tehsil Bhognipur Kanpur Dehat Kanpur Dehat 209112"
51487NA487,Kamiya Filling Station,West III,9414036716,NANDLALKHAMIYA1972@GMAIL.COM," Khasra No. 333/1/1/1, Village-Ganeri, Tehsil-Laxmangarh, Sikar Sikar 332029"
46417TA417,Nand Petroleum,West II,9825222336,NANDPETROLEUM2336@GMAIL.COM," Survey No.63 Paiki 2 ,Village -Jambudiya Taluka –Morbi , Distt. –Morbi, Morbi Morbi 363642"
45918TA918,Nand Petroleum,West II,9925223515,NANDPETROLEUM991@GMAIL.COM," Survey No- 611, village: Undera, Vadodara, Vadodara, 391330"
51652NA652,Nangal Filling Station,West III,9414037024,nangalfillingstation@gmail.com," Khasra No:-589,Village:-Nagnal, Tehsil-Udaipurwati, Jhunjhunu Jhunjhunu 333307"
60077RA077,Apang Service Station,East,9435094035,NANIRIBIYA@GMAIL.COM,Papunallah   Papumpare Papumpare 791120
55089XA089,Nanjundeswara Service Station,South II,9036384426,NANJUNDESWARAESSAR@GMAIL.COM," Chandakwadi Village B R Hills Road,Site No.71/a, Chamrajnagar Chamrajnagar 571342"
50241NA241,Narayan Filling Station,North,9415308941,NARAIN.2011@REDIFFMAIL.COM,Khatori No -198  Khasra Number  336 & 337 Ballia Rasara 277001
50536NA536,Ashwath Filling Station,North,9450562655,NARAIN.2011@REDIFFMAIL.COM,"Village- Pandah, U07 Khasra /Araji No. 1502  Ballia Ballia 277303"
55387XA387,Bhupathi Filling Station,South II,9491011333,NARASIMPYLA@GMAIL.COM, 265/3 Jinnuru West Godavari Junnuru 534265
56239XA239,Narayanadri Service Station,South II,9440731156,narayanadriservicestation@gmail.com," Plot NO : P 9/2, Survey NO : 51, Nacharam Village, Industrial Park, Medchal Medchal 500076"
51236NA236,Narayan Filling Station,West III,7014102200,narayanessar@gmail.com," Khasra No. 55,  Village:- Modawas,  Tehsil:- Gudhamallani,  Dist:- Barmer,  Barmer 344033"
45340TA340,SHIVAM HIWAY SERVICE,West I,9669279066,NARAYANJOSHI84@YAHOO.IN,"Village Satwas  Khasra No. 44, 45 Dewas Dewas 455001"
50835NA835,Sumitra Service Station,North,9999626466,NARBAR3@GMAIL.COM," Khasra No. 147, Village Azamgarh urf Ratangarh, Bijnor Bijnor 246734"
51504NA504,Shree Ganesh Petroleum,West III,9828243341,narender29delu@gmail.com," Khata No. 82, Murbba No. 120/5, Village 3 KJD, Tehsil Khajuwala Bikaner Bikaner 334023"
50093NA093,JAI JAWAN JAI KISHAN PETROLEUM,West III,9414683300,'NARENDRA.PUROHIT1953@GMAIL.COM',"Khasra no 153,156/1   Udaipur Kanod 313001"
46384TA384,Venushwar Petroleum,West II,9712563400,NARENDRA63400@GMAIL.COM," Survey No. 525/1, Village –Adesar Taluka – Rapar, Distt. – Kutch, Kutch Kutch 370155"
50692NA692,Jagdamba Diesels,West III,9799537820,NARENDRASINGHJAGDAMBADIESEL@GMAIL.COM, Village - Gopalpura  Churu Churu 331503
50117NA117,SHERANWALI FILLING STATION,North,9813487015,NARESH.BAWAL@GMAIL.COM," Khasra No. 14//15/1 Khewat No. 63/60,Khatauni No. 92, Mahendergarh Narnaul 123029"
46133TA133,SHREE MANI PUSHPAK PETROLEUM,West II,9898434365,NARESHBHAIMALI9898@GMAIL.COM, Survey No. 26/1 & 26/4 Vill Sunevkalla Ta. Hansot Dist. Bharuch Bharuch Bharuch 393030
51490NA490,Nirmal Fuels,North,9872523954,NARESHKOHLI007@YAHOO.CO.IN," Khewat No.78, Khatoni No. 94/95/96/97/98 Khasra No. 4R/12/1/1(1-16), 19(8-0), Pathankot Pathankot 145001"
50500NA500,Bherkha Devi Filling Station,West III,8058784603,NARESHKOTHARI86@GMAIL.COM,"tessil-Railmagra, R07  63, Arji No. 4455/1, Village-Gilund Rajasmand Rajasmand 313207"
51496NA496,Arawali Filling Station,West III,9636171717,NARESHKUMAR_DHAKAR@YAHOO.COM," Khasra No. 1641/606 , 1445/606 V Village: Salawatiya, Tehsil: Bijoliya, Bhilwara Bhilwara 311602"
55692XA692,Sri Laxmi Vinayaka Filling Station,South II,9652186203,NARESHT85@GMAIL.COM," Sy No :108/1 , Polepally Village ,  Chandampet Mandal,Nalgonda Dist., Nalgonda Nalgonda 508247"
51677NA677,Ma Aashpura Filling Station,West III,9928288045,narpat3197@gmail.com," Khasra No. 1034, Village-Talanpur, Tehsil-Merta, Nagaur Nagaur 342902"
55967XA967,Shirdi Sai Filling Station,South II,9440697149,NARRAVULAPULLAREDDY@GMAIL.COM," 33/1A,33/2A,Near Palagiri cross, Animala(v),Veerapunanupalle(M), Kadapa Kadapa 516321"
55767XA767,Sri Santhoshimatha Filling Station,South II,9010203047,NARSI82@GMAIL.COM," No:499/E,Village:Nemmikal, ,Mandal:Athmakur,District:Nalgonda Nalgonda Nalgonda 508212"
51437NA437,Jai Ambe Automobiles,North,9323561823,naseem1875@gmail.com," Khasra No-339 Village-Samalkot,Tehsil-Bhadohi Bhadohi Bhadohi 221402"
50811NA811,ROJANI FILLING STATION,West III,9828668141,nasirrojani10@gmail.com," KHASARA NO. 118/752,VPO SAM,  JAISALER JAISALER 345001"
46940TA940,Naswadi Petrolium,West II,8140638555,naswadipetroleum@gmail.com," RS No 57,At Kandva, Taluka. Naswadi, Chota Udaipur Chota Udaipur 391150"
55732XA732,Natchiar Agencies,South I,9894949818,NATCHIARAGENCIES17@GMAIL.COM," Survey No: 246/2A2, Sattur to Sivakasi Main Rd,E.Muthulingapuram Vilg,Sattur Ta Virudhunagar Virudhunagar 626203"
60476RA476,Nath Filling Station,East,9438359534,nathenterprises.bbsr@gmail.com," Khata No.-354/391, Plot No.-2423 & 2424, Village - Haldiabahal, Taluka - Motanga, Dhenkanal Dhenkanal 759121"
55173XA173,National Auto Fuels,South I,9846751482,NATIONALPAZHAKULAM99@YMAIL.COM," Pallikal, Pazhakulm P.O Pathanamthitta Pathanamthitta 691527"
46715TA715,National Petrolium,West II,9427078604,NATIONALPETROLEUMMORA@GMAIL.COM," Survey No.14 & 15/2,Village–Mora, Taluka. Morwa (H), Panchmahal Panchmahal 389110"
51532NA532,Natural Filling Station,West III,9414155737,naturalindustriesudaipur@gmail.com," Khasra No.1080 ME,Village:Rakampura, Tehsil:Girwa, Udaipur Udaipur 313001"
50316NA316,Singh & Sons Automobiles,North,9935181318,NAULAKHASHAILENDRA@YAHOO.COM,Khata No. 288   Allahabad Handia 211001
56084XA084,Sri Navaladiyar Fuels,South I,9442274428,navaladiyarfuels@gmail.com," SF No.1095 A2A2B, TNPL Road, Punjai pugalur South Village, Karur Karur 639136"
45272TA272,J.K. Petroleum,West II,9824111212,NAVALVEGAD@GMAIL.COM,Valbhipur At Kanpur Nxt. To J K Hotel Bhavnagar Vallbhipur 364310
55221XA221,Sri Visakaa Trading,South I,9842347997,NAVAVENKATESAN@YAHOO.CO.IN,"Survey No.613A, 613B & 612   Cuddalore Tirupapuliyur 607002"
55547XA547,Sri Mangalambigai Agency ( Reconst. 55372XA372  ),South I,9842347997,NAVAVENKATESAN@YAHOO.CO.IN," Survey No.130 PANRUTI, TN03 Cuddalloor Cuddalloor 607002"
55902XA902,Sri Malai Mahadeshwara Petrol Bunk,South II,9980629494,naveedpathan.aks@gmail.com," Asst No- 2387, J No- 2364, Sy No- 732/2, T.N. Pura - Chamarajanagar Main Road, Mysore Mysore 571124"
